account_id,customer_id,account_type,account_status,open_date,balance,credit_limit,interest_rate,branch_id,currency
A00000749,C000236,Savings,Active,2021-07-21,45197.85,,0.012,B022,EUR
A00000750,C000093,Credit,Active,2020-11-30,26733.62,,0.0153,B050,GBP
A00000751,C000307,Investment,Active,2022-11-03,23128.98,,0.0848,B037,USD
A00000752,C000306,Savings,Active,2021-06-10,4100.69,,0.193,B011,EUR
A00000753,C000395,Credit,Active,2022-08-17,11059.35,,0.1497,B044,GBP
A00000754,C000444,Checking,Inactive,2024-10-11,19716.7,,0.0737,B030,USD
A00000755,C000486,Checking,Active,2021-06-15,6394.95,18128.07,0.173,B041,USD
A00000756,C000149,Credit,Active,2022-10-15,40020.95,,0.1386,B034,USD
A00000757,C000341,Investment,Active,2021-10-24,39344.15,,0.0823,B022,USD
A00000758,C000135,Savings,Active,2023-01-19,17767.0,18830.51,0.0323,B009,USD
A00000759,C000029,Investment,Active,2022-04-05,9352.04,,0.0748,B035,USD
A00000760,C000207,Credit,Active,2023-01-27,4878.42,,0.0608,B039,USD
A00000761,C000136,Credit,Active,2024-04-11,47508.24,,0.2251,B047,USD
A00000762,C000058,Savings,Active,2023-01-10,41782.08,10918.18,0.1225,B041,EUR
A00000763,C000112,Checking,Inactive,2020-09-13,48089.56,,0.0163,B040,USD
A00000764,C000110,Credit,Active,2024-06-01,19151.94,12493.05,0.2425,B014,USD
A00000765,C000419,Checking,Active,2021-08-24,38941.38,,0.0557,B011,USD
A00000766,C000351,Checking,Active,2024-09-19,35782.78,,0.1836,B001,USD
A00000767,C000319,Credit,Active,2020-12-08,46906.24,,0.0972,B026,USD
A00000768,C000178,Checking,Active,2025-05-10,12521.22,24260.44,0.0901,B050,GBP
A00000769,C000209,Savings,Active,2020-10-30,46671.92,,0.1042,B011,USD
A00000770,C000449,Savings,Active,2022-09-20,40719.1,,0.24,B020,USD
A00000771,C000186,Investment,Inactive,2024-01-11,49304.34,21301.11,0.0745,B039,USD
A00000772,C000105,Checking,Active,2022-08-11,12239.15,,0.0686,B017,USD
A00000773,C000146,Credit,Active,2024-12-27,3552.19,,0.0436,B040,GBP
A00000774,C000410,Credit,Active,2023-10-30,9428.16,2288.03,0.0959,B039,USD
A00000775,C000284,Savings,Active,2025-04-03,27859.84,23137.14,0.0464,B003,USD
A00000776,C000489,Credit,Inactive,2023-03-21,40280.04,,0.2297,B038,USD
A00000777,C000420,Investment,Inactive,2022-06-25,9267.43,,0.1426,B025,EUR
A00000778,C000230,Credit,Active,2020-12-15,46444.08,,0.1536,B043,USD
A00000779,C000114,Credit,Active,2022-06-06,13975.39,,0.0545,B043,EUR
A00000780,C000180,Checking,Active,2022-08-25,6197.14,8977.99,0.0553,B008,USD
A00000781,C000114,Credit,Active,2024-08-19,9125.42,,0.1033,B038,USD
A00000782,C000032,Investment,Active,2024-04-12,15741.27,,0.0797,B014,USD
A00000783,C000138,Savings,Active,2022-01-29,2776.11,,0.2283,B022,GBP
A00000784,C000387,Investment,Active,2020-11-20,44376.7,,0.0869,B015,USD
A00000785,C000204,Credit,Inactive,2022-10-30,16941.39,10300.22,0.2319,B019,EUR
A00000786,C000008,Credit,Frozen,2024-06-11,40636.2,,0.0229,B011,USD
A00000787,C000287,Credit,Active,2023-11-15,28406.83,,0.1492,B047,EUR
A00000788,C000325,Investment,Inactive,2021-06-10,24777.4,,0.0335,B026,USD
A00000789,C000175,Savings,Active,2021-09-14,13539.93,,0.057,B021,USD
A00000790,C000109,Investment,Active,2022-06-17,11983.89,,0.0329,B015,USD
A00000791,C000010,Investment,Active,2022-08-14,24326.68,4343.25,0.017,B043,EUR
A00000792,C000327,Credit,Active,2025-01-12,32141.45,19875.09,0.2228,B029,USD
A00000793,C000117,Investment,Active,2022-08-02,27608.35,,0.0213,B017,USD
A00000794,C000300,Checking,Inactive,2024-07-25,38387.03,9610.72,0.0737,B019,USD
A00000795,C000229,Credit,Active,2025-04-02,14724.02,,0.1299,B007,USD
A00000796,C000349,Investment,Active,2021-06-21,28395.59,,0.1986,B021,USD
A00000797,C000206,Savings,Active,2025-02-07,4846.46,,0.1195,B050,USD
A00000798,C000322,Checking,Active,2024-05-10,25698.43,,0.084,B031,EUR
A00000799,C000354,Savings,Active,2024-07-26,38815.57,,0.2333,B020,USD
A00000800,C000329,Checking,Active,2024-11-16,45092.73,,0.2045,B012,EUR
A00000801,C000456,Credit,Active,2024-11-09,43850.08,,0.1277,B030,USD
A00000802,C000222,Credit,Active,2024-11-08,21674.91,,0.1864,B049,GBP
A00000803,C000285,Credit,Active,2025-07-16,9504.78,,0.1007,B016,USD
A00000804,C000335,Checking,Active,2024-07-08,19645.93,,0.151,B024,GBP
A00000805,C000071,Credit,Active,2023-05-22,24204.97,,0.1285,B032,USD
A00000806,C000162,Investment,Active,2020-12-05,12916.92,,0.0516,B006,USD
A00000807,C000437,Checking,Active,2022-02-21,32559.24,,0.1436,B013,USD
A00000808,C000402,Credit,Active,2023-02-08,38430.2,2277.43,0.0315,B009,USD
A00000809,C000042,Investment,Active,2022-12-15,22838.19,,0.0324,B021,USD
A00000810,C000292,Investment,Active,2022-08-01,28990.13,,0.2227,B013,EUR
A00000811,C000029,Savings,Active,2020-08-14,7813.46,,0.1764,B010,USD
A00000812,C000400,Investment,Active,2024-12-31,24955.14,12953.24,0.1503,B030,USD
A00000813,C000403,Credit,Active,2020-09-12,36344.96,,0.0791,B022,USD
A00000814,C000347,Credit,Active,2021-08-27,2098.54,15988.54,0.0359,B021,EUR
A00000815,C000339,Credit,Active,2024-11-18,21255.02,,0.2312,B001,USD
A00000816,C000358,Savings,Active,2021-02-19,6605.37,,0.1957,B045,USD
A00000817,C000478,Investment,Frozen,2023-08-24,24947.44,,0.1761,B014,EUR
A00000818,C000155,Credit,Active,2025-05-28,28690.61,,0.2198,B003,USD
A00000819,C000292,Checking,Active,2023-02-21,47674.87,,0.0873,B045,EUR
A00000820,C000257,Checking,Frozen,2020-10-04,27413.36,23400.76,0.0469,B034,USD
A00000821,C000355,Savings,Active,2024-03-20,27161.24,,0.228,B040,EUR
A00000822,C000056,Credit,Active,2023-12-29,22347.61,7872.3,0.0883,B023,USD
A00000823,C000252,Savings,Active,2024-07-31,31538.12,,0.1135,B035,EUR
A00000824,C000443,Savings,Active,2021-12-13,25396.36,17392.02,0.0133,B041,USD
A00000825,C000242,Checking,Active,2023-03-20,23567.84,,0.0433,B018,USD
A00000826,C000324,Credit,Active,2021-08-19,30090.57,23862.2,0.039,B033,USD
A00000827,C000205,Checking,Active,2023-02-21,47518.8,,0.2066,B050,GBP
A00000828,C000090,Savings,Active,2020-10-09,24239.15,7217.07,0.0743,B050,EUR
A00000829,C000436,Checking,Active,2021-05-03,27365.99,,0.1702,B017,EUR
A00000830,C000300,Credit,Active,2022-10-01,33137.67,,0.0494,B044,GBP
A00000831,C000065,Savings,Active,2022-09-01,36091.64,,0.2159,B026,USD
A00000832,C000299,Investment,Active,2021-09-11,24924.13,13216.65,0.0572,B008,USD
A00000833,C000117,Investment,Inactive,2024-01-25,34335.7,,0.1734,B012,USD
A00000834,C000134,Credit,Active,2024-07-16,41095.77,4149.44,0.1247,B046,USD
A00000835,C000136,Investment,Active,2021-01-03,38385.86,5202.54,0.0924,B044,EUR
A00000836,C000103,Checking,Active,2021-10-04,11906.36,,0.0975,B004,USD
A00000837,C000402,Investment,Active,2022-07-19,42177.11,2209.44,0.2271,B004,USD
A00000838,C000003,Savings,Active,2021-04-17,47496.36,,0.2392,B048,USD
A00000839,C000248,Credit,Frozen,2024-08-26,17142.18,,0.2272,B006,EUR
A00000840,C000467,Credit,Active,2020-09-22,10952.9,24899.67,0.1304,B032,EUR
A00000841,C000302,Checking,Active,2024-02-26,26242.47,,0.1896,B019,EUR
A00000842,C000029,Credit,Active,2024-05-17,36301.72,,0.12,B049,USD
A00000843,C000314,Savings,Active,2023-04-05,36656.03,,0.0468,B044,GBP
A00000844,C000237,Investment,Active,2023-11-15,26589.06,,0.2014,B023,USD
A00000845,C000135,Savings,Active,2024-03-31,15713.88,11796.95,0.0689,B029,USD
A00000846,C000041,Investment,Inactive,2021-10-30,34359.11,,0.0253,B029,USD
A00000847,C000170,Credit,Active,2022-07-10,22188.29,,0.1252,B024,USD
A00000848,C000456,Investment,Active,2022-08-09,14486.92,17599.66,0.1995,B033,USD
A00000849,C000022,Investment,Inactive,2022-08-06,34750.6,,0.128,B048,EUR
A00000850,C000027,Savings,Active,2023-11-04,7450.75,19030.04,0.2137,B015,USD
A00000851,C000374,Checking,Frozen,2024-09-28,-504.93,8263.45,0.2256,B031,EUR
A00000852,C000062,Credit,Active,2021-12-17,39290.41,20414.7,0.1581,B013,USD
A00000853,C000431,Savings,Active,2023-03-15,42658.35,19036.05,0.0747,B007,EUR
A00000854,C000128,Investment,Active,2022-10-08,4575.95,,0.1471,B045,USD
A00000855,C000397,Credit,Active,2021-02-18,25257.86,,0.2281,B035,USD
A00000856,C000316,Investment,Active,2024-04-30,27822.73,,0.121,B009,USD
A00000857,C000329,Savings,Inactive,2025-05-08,23529.79,15170.48,0.2277,B016,EUR
A00000858,C000359,Investment,Active,2025-07-20,28475.63,,0.1107,B002,USD
A00000859,C000220,Investment,Active,2021-09-09,45442.98,,0.1944,B035,USD
A00000860,C000199,Checking,Inactive,2025-03-14,37482.56,,0.1251,B030,USD
A00000861,C000358,Investment,Active,2024-11-07,40782.73,7578.0,0.0254,B035,USD
A00000862,C000022,Checking,Active,2024-10-11,33113.99,,0.2433,B021,USD
A00000863,C000236,Savings,Active,2022-03-15,4226.36,,0.0212,B032,USD
A00000864,C000258,Credit,Active,2021-03-01,10436.9,16375.64,0.1241,B012,USD
A00000865,C000465,Credit,Active,2023-10-15,34049.54,,0.0503,B050,GBP
A00000866,C000498,Savings,Active,2025-01-28,43129.35,,0.0632,B005,EUR
A00000867,C000197,Savings,Active,2024-11-02,20315.35,,0.0977,B038,USD
A00000868,C000239,Investment,Active,2024-04-26,32327.91,,0.076,B002,USD
A00000869,C000360,Credit,Frozen,2023-04-26,45845.55,,0.2275,B019,EUR
A00000870,C000385,Checking,Active,2023-06-25,39412.07,17576.01,0.1382,B028,EUR
A00000871,C000305,Investment,Active,2022-04-05,34446.8,,0.1061,B011,USD
A00000872,C000290,Checking,Active,2022-11-22,23494.66,19444.63,0.0882,B049,EUR
A00000873,C000002,Checking,Active,2025-04-23,-344.74,21391.47,0.123,B016,GBP
A00000874,C000060,Savings,Active,2022-01-13,9371.39,,0.027,B035,USD
A00000875,C000382,Checking,Active,2024-04-24,8354.55,,0.186,B006,USD
A00000876,C000119,Savings,Active,2023-11-22,48612.79,7986.37,0.0986,B043,USD
A00000877,C000372,Credit,Active,2024-11-17,45521.3,,0.1165,B032,EUR
A00000878,C000429,Savings,Active,2023-01-09,39650.16,,0.1849,B030,GBP
A00000879,C000039,Investment,Active,2021-03-07,19809.89,,0.103,B037,EUR
A00000880,C000382,Credit,Active,2023-06-15,-707.19,,0.0389,B031,USD
A00000881,C000499,Savings,Active,2023-05-22,18167.61,,0.0414,B047,USD
A00000882,C000460,Savings,Inactive,2023-06-08,26774.87,,0.1951,B037,USD
A00000883,C000036,Savings,Active,2021-02-23,2911.81,,0.2362,B026,USD
A00000884,C000409,Checking,Active,2023-12-04,23391.06,24041.53,0.1033,B011,EUR
A00000885,C000388,Checking,Active,2022-12-29,8791.75,,0.2013,B050,USD
A00000886,C000148,Credit,Active,2023-05-20,33294.89,,0.0541,B033,USD
A00000887,C000371,Checking,Inactive,2021-12-08,17096.63,,0.024,B017,USD
A00000888,C000024,Checking,Active,2021-05-05,24516.91,,0.0468,B031,GBP
A00000889,C000204,Investment,Active,2024-09-02,39730.92,,0.0595,B013,GBP
A00000890,C000251,Savings,Active,2020-08-10,12591.02,,0.0619,B031,USD
A00000891,C000110,Investment,Active,2020-10-04,44416.85,,0.2026,B034,USD
A00000892,C000378,Checking,Active,2025-02-05,36550.31,,0.1575,B007,USD
A00000893,C000417,Credit,Active,2023-07-07,6821.56,,0.2454,B040,EUR
A00000894,C000180,Savings,Active,2021-10-16,16134.85,,0.073,B024,GBP
A00000895,C000277,Credit,Active,2020-08-15,16696.24,,0.1497,B014,USD
A00000896,C000028,Checking,Active,2024-09-22,22551.74,,0.1417,B046,EUR
A00000897,C000312,Investment,Active,2022-02-28,43050.4,,0.1234,B047,USD
A00000898,C000165,Checking,Active,2024-02-28,7909.77,,0.2247,B008,USD
A00000899,C000454,Savings,Frozen,2023-01-03,7605.85,7850.67,0.197,B024,GBP
A00000900,C000321,Checking,Active,2025-02-24,-318.67,,0.141,B022,USD
A00000901,C000220,Investment,Frozen,2023-06-22,6574.04,,0.116,B032,USD
A00000902,C000289,Checking,Frozen,2022-10-03,15286.39,5837.47,0.0111,B028,USD
A00000903,C000387,Investment,Active,2021-04-05,14245.68,,0.1488,B003,USD
A00000904,C000239,Savings,Active,2021-12-30,48105.12,10364.07,0.1379,B014,USD
A00000905,C000147,Credit,Active,2021-05-31,294.31,,0.1528,B040,USD
A00000906,C000171,Checking,Active,2024-08-16,15569.75,,0.1445,B005,GBP
A00000907,C000139,Savings,Active,2022-09-12,26424.89,,0.1811,B003,EUR
A00000908,C000070,Savings,Frozen,2021-04-29,45034.93,12702.5,0.082,B033,USD
A00000909,C000097,Investment,Active,2021-07-17,46206.27,,0.094,B017,USD
A00000910,C000018,Investment,Active,2024-11-26,47227.86,,0.0649,B043,USD
A00000911,C000250,Credit,Active,2024-02-02,3099.63,23302.51,0.0257,B003,USD
A00000912,C000422,Credit,Active,2021-11-24,9250.07,,0.1913,B017,USD
A00000913,C000303,Investment,Active,2023-08-23,8156.94,,0.1366,B046,USD
A00000914,C000250,Credit,Frozen,2023-03-05,24787.39,,0.2231,B038,USD
A00000915,C000245,Checking,Active,2021-04-10,20381.8,,0.1597,B022,USD
A00000916,C000295,Investment,Active,2022-07-01,14440.02,,0.1999,B006,USD
A00000917,C000232,Credit,Active,2024-07-30,22530.25,,0.2317,B030,USD
A00000918,C000021,Credit,Active,2024-05-14,27157.88,,0.0558,B035,EUR
A00000919,C000442,Investment,Active,2022-01-05,47148.89,4999.17,0.1219,B024,USD
A00000920,C000499,Checking,Active,2021-03-13,15409.39,,0.1235,B004,GBP
A00000921,C000477,Credit,Active,2023-04-26,49244.74,10622.87,0.1915,B037,USD
A00000922,C000277,Checking,Active,2021-04-23,5415.02,,0.1511,B002,USD
A00000923,C000167,Credit,Active,2022-04-14,40637.76,,0.1928,B018,GBP
A00000924,C000475,Investment,Active,2025-05-10,48747.97,,0.0842,B050,USD
A00000925,C000083,Savings,Active,2022-10-13,15776.18,,0.0605,B034,USD
A00000926,C000411,Savings,Active,2022-04-22,3533.79,,0.1662,B023,EUR
A00000927,C000262,Credit,Inactive,2021-06-01,33975.12,,0.2346,B041,USD
A00000928,C000005,Investment,Active,2025-01-01,15415.44,15653.08,0.2299,B050,USD
A00000929,C000291,Checking,Active,2023-10-27,42056.69,,0.01,B002,USD
A00000930,C000086,Investment,Active,2022-05-07,42303.12,,0.0131,B046,USD
A00000931,C000208,Credit,Active,2020-09-20,30872.26,,0.2243,B026,GBP
A00000932,C000074,Investment,Active,2021-07-09,38686.1,,0.0455,B047,USD
A00000933,C000152,Savings,Active,2021-03-08,37657.28,20511.63,0.1477,B024,GBP
A00000934,C000189,Savings,Active,2025-04-24,49323.93,,0.0475,B031,USD
A00000935,C000304,Investment,Inactive,2024-05-12,37010.85,,0.1002,B019,USD
A00000936,C000386,Savings,Active,2023-04-19,268.9,,0.0216,B049,USD
A00000937,C000350,Checking,Active,2023-12-08,22509.29,,0.0805,B026,USD
A00000938,C000114,Credit,Frozen,2021-09-01,45418.68,3810.0,0.1884,B001,USD
A00000939,C000389,Savings,Active,2024-06-24,5733.45,3767.07,0.0865,B044,USD
A00000940,C000307,Investment,Active,2021-07-24,4255.87,,0.0272,B002,EUR
A00000941,C000495,Savings,Active,2022-11-23,4333.98,7724.73,0.1859,B027,USD
A00000942,C000271,Savings,Inactive,2023-02-22,8669.57,,0.1718,B013,GBP
A00000943,C000067,Investment,Active,2024-08-05,638.91,,0.0796,B040,GBP
A00000944,C000399,Investment,Active,2023-05-05,17351.96,,0.1673,B002,USD
A00000945,C000034,Checking,Active,2025-05-19,33514.12,,0.0935,B021,USD
A00000946,C000462,Credit,Active,2022-01-04,11067.96,19569.59,0.103,B018,USD
A00000947,C000250,Checking,Active,2021-10-01,48117.79,,0.243,B024,USD
A00000948,C000301,Checking,Active,2022-09-16,6538.55,,0.0111,B003,USD
A00000949,C000105,Investment,Active,2020-10-06,22054.08,18897.58,0.1131,B019,GBP
A00000950,C000035,Savings,Frozen,2021-10-12,4065.48,,0.0181,B027,USD
A00000951,C000312,Investment,Active,2022-08-22,3123.91,,0.1363,B036,USD
A00000952,C000154,Savings,Active,2021-10-27,47024.85,,0.2358,B034,USD
A00000953,C000073,Savings,Active,2024-04-18,1813.03,,0.0873,B018,USD
A00000954,C000049,Investment,Active,2023-10-18,16706.76,,0.1295,B039,EUR
A00000955,C000318,Savings,Active,2022-11-15,40225.35,,0.1476,B003,USD
A00000956,C000005,Investment,Active,2020-12-29,25333.92,,0.1816,B022,EUR
A00000957,C000494,Savings,Inactive,2022-01-08,31268.23,,0.2227,B022,USD
A00000958,C000449,Credit,Active,2020-10-31,1773.54,,0.0156,B020,USD
A00000959,C000358,Checking,Active,2024-07-05,21779.72,22007.08,0.2206,B024,USD
A00000960,C000280,Savings,Active,2022-01-21,36219.02,6621.51,0.1772,B026,EUR
A00000961,C000083,Savings,Active,2024-04-14,20707.0,,0.083,B014,USD
A00000962,C000462,Savings,Inactive,2021-12-17,10826.28,7241.67,0.2377,B017,USD
A00000963,C000187,Checking,Active,2025-01-09,1866.03,,0.0884,B019,EUR
A00000964,C000044,Credit,Active,2024-08-10,2146.59,,0.0352,B003,EUR
A00000965,C000062,Checking,Active,2022-12-05,12790.64,9725.63,0.0204,B035,USD
A00000966,C000298,Savings,Active,2021-01-05,1092.29,,0.1081,B002,USD
A00000967,C000271,Investment,Inactive,2022-03-16,19612.99,13641.5,0.0996,B034,USD
A00000968,C000080,Savings,Active,2022-05-01,42325.73,,0.1354,B030,USD
A00000969,C000355,Investment,Active,2022-05-06,44191.24,,0.044,B012,USD
A00000970,C000175,Checking,Active,2023-03-04,9719.56,,0.0413,B027,EUR
A00000971,C000160,Credit,Active,2022-08-02,8538.35,,0.0316,B025,USD
A00000972,C000492,Credit,Active,2022-05-14,24969.26,7590.65,0.1414,B005,USD
A00000973,C000093,Checking,Active,2024-07-21,34722.38,,0.1196,B032,USD
A00000974,C000113,Checking,Active,2023-08-18,1586.88,,0.1342,B046,GBP
A00000975,C000193,Savings,Active,2023-02-02,49728.46,,0.0911,B023,USD
A00000976,C000375,Investment,Active,2025-04-15,14175.04,,0.1223,B028,USD
A00000977,C000448,Investment,Active,2021-10-25,26351.82,,0.119,B028,GBP
A00000978,C000154,Investment,Inactive,2021-11-08,45334.24,,0.0263,B044,USD
A00000979,C000284,Investment,Active,2023-07-12,455.17,12798.88,0.1325,B021,GBP
A00000980,C000477,Checking,Inactive,2022-08-10,33136.26,,0.2203,B020,USD
A00000981,C000065,Savings,Active,2021-12-24,22840.55,1506.25,0.0852,B021,USD
A00000982,C000051,Credit,Inactive,2024-06-03,17005.74,,0.0204,B020,EUR
A00000983,C000321,Checking,Active,2022-03-20,19472.31,,0.2195,B007,USD
A00000984,C000285,Checking,Active,2020-10-07,2667.36,,0.2101,B038,USD
A00000985,C000005,Checking,Active,2023-02-14,43992.72,,0.164,B023,EUR
A00000986,C000087,Credit,Active,2025-01-08,18907.7,,0.2203,B005,EUR
A00000987,C000207,Investment,Active,2024-06-24,-464.3,9008.77,0.0465,B026,EUR
A00000988,C000404,Savings,Active,2023-03-08,38549.01,,0.2225,B046,USD
A00000989,C000298,Checking,Active,2023-12-14,32972.84,17950.59,0.0177,B045,USD
A00000990,C000127,Savings,Active,2025-05-25,22034.78,,0.0436,B012,USD
A00000991,C000019,Savings,Inactive,2024-01-12,24944.46,,0.2076,B004,USD
A00000992,C000365,Credit,Frozen,2024-01-15,9421.73,,0.0296,B009,EUR
A00000993,C000041,Checking,Active,2024-02-21,13271.74,,0.0603,B005,EUR
A00000994,C000269,Investment,Active,2025-01-03,36245.59,,0.1665,B037,USD
A00000995,C000274,Savings,Active,2024-09-16,33811.55,,0.0808,B040,USD
A00000996,C000281,Checking,Active,2023-04-03,3851.1,,0.2265,B001,GBP
A00000997,C000296,Investment,Active,2021-12-31,40977.36,16630.93,0.2023,B022,USD
A00000998,C000004,Investment,Inactive,2024-06-21,20000.12,,0.1259,B042,USD
A00000999,C000350,Investment,Active,2020-11-20,31126.81,10816.89,0.1756,B013,USD
A00001000,C000450,Credit,Inactive,2024-04-19,47081.97,,0.0775,B042,USD
